,book_url,title,genre,author,rating,pages,description,year,published
169,https://www.goodreads.com/book/show/55711688-the-other-black-girl,The Other Black Girl,fiction,Zakiya Dalila Harris,3.46,357,"Get Out
 meets 
The Stepford Wives
 in this electric debut about the tension that unfurls when two young Black women meet against the starkly white backdrop of New York City book publishing.Twenty-six-year-old editorial assistant Nella Rogers is tired of being the only Black employee at Wagner Books. Fed up with the isolation and microaggressions, she’s thrilled when Harlem-born and bred Hazel starts working in the cubicle beside hers. They’ve only just started comparing natural hair care regimens, though, when a string of uncomfortable events elevates Hazel to Office Darling, and Nella is left in the dust.Then the notes begin to appear on Nella’s desk: LEAVE WAGNER. NOW.It’s hard to believe Hazel is behind these hostile messages. But as Nella starts to spiral and obsess over the sinister forces at play, she soon realizes that there’s a lot more at stake than just her career.A whip-smart and dynamic thriller and sly social commentary that is perfect for anyone who has ever felt manipulated, threatened, or overlooked in the workplace, The Other Black Girl will keep you on the edge of your seat until the very last twist.",2021,Published         June 1st 2021          by Atria Books
170,https://www.goodreads.com/book/show/56167258-where-the-grass-is-green-and-the-girls-are-pretty,Where the Grass Is Green and the Girls Are Pretty,fiction,Lauren Weisberger,3.45,368,"From the #1 New York Times bestselling author of The Devil Wears Prada and When Life Gives You Lululemons comes a highly entertaining, sharply observed novel about sisters, their perfect lives . . . and their perfect lies.A seat at the anchor desk of the most-watched morning show. Recognized by millions across the country, thanks in part to her flawless blond highlights and Botox-smoothed skin. An adoring husband and a Princeton-bound daughter. Peyton is that woman. She has it all.Until . . .Skye, her sister, is a stay-at-home mom living in a glitzy suburb of New York. She has degrees from all the right schools and can helicopter-parent with the best of them. But Skye is different from the rest. She’s looking for something real and dreams of a life beyond the PTA and pickup.Until . . .Max, Peyton’s bright and quirky seventeen-year-old daughter, is poised to kiss her fancy private school goodbye and head off to pursue her dreams in film. She’s waited her entire life for this opportunity.Until . . .One little lie. That’s all it takes. For the illusions to crack. For resentments to surface. Suddenly the grass doesn’t look so green. And they’re left wondering: will they have what it takes to survive the truth?",2021,Published         May 18th 2021          by Random House                             (first published April 21st 2021)
171,https://www.goodreads.com/book/show/56435942-the-removed,The Removed,fiction,Brandon Hobson,3.39,272,"Steeped in Cherokee myths and history, a novel about a fractured family reckoning with the tragic death of their son long ago—from National Book Award finalist Brandon HobsonIn the fifteen years since their teenage son, Ray-Ray, was killed in a police shooting, the Echota family has been suspended in private grief. The mother, Maria, increasingly struggles to manage the onset of Alzheimer’s in her husband, Ernest. Their adult daughter, Sonja, leads a life of solitude, punctuated only by spells of dizzying romantic obsession. And their son, Edgar, fled home long ago, turning to drugs to mute his feelings of alienation.With the family’s annual bonfire approaching—an occasion marking both the Cherokee National Holiday and Ray-Ray’s death, and a rare moment in which they openly talk about his memory—Maria attempts to call the family together from their physical and emotional distances once more. But as the bonfire draws near, each of them feels a strange blurring of the boundary between normal life and the spirit world. Maria and Ernest take in a foster child who seems to almost miraculously keep Ernest’s mental fog at bay. Sonja becomes dangerously fixated on a man named Vin, despite—or perhaps because of—his ties to tragedy in her lifetime and lifetimes before. And in the wake of a suicide attempt, Edgar finds himself in the mysterious Darkening Land: a place between the living and the dead, where old atrocities echo.Drawing deeply on Cherokee folklore, The Removed seamlessly blends the real and spiritual to excavate the deep reverberations of trauma—a meditation on family, grief, home, and the power of stories on both a personal and ancestral level.",2021,Published         February 2nd 2021          by Ecco
172,https://www.goodreads.com/book/show/56269244-the-women-i-love,The Women I Love: A Novel,fiction,Francesco Pacifico,3.38,288,"A provocative and bracing sendup of modern masculinity, from the author of Class and The Story of My PurityMarcello, an editor and poet, is on the brink of his forties. Like everyone in his life, including his sister-in-law, he's writing a novel. This novel. This novel will be about women. Love. Growing older. Maybe even taking responsibility. But unfortunately for Marcello, the women in his life resist definition. They flit and flicker constantly between archetype and actuality: sirens and saviors, subordinates and savants, vixens and villains.So Marcello cannot write plainly about love. Instead, he tries to write into the complexities of his many relationships: Eleonora, the junior editor, his former protege� and sometime lover; Barbara, his claustrophobic girlfriend; his estranged gay sister; his elegant mother.Fresh, frank, and painfully cool, Francesco Pacifico's The Women I Love dives nakedly into gender, sex, and power. Set in a vivid and alcoholic Italy, it acknowledges and subverts the narrow ways canonical male writers gaze at, and somehow fail to see, women--illuminating the possibility of equity between people in love, in bed, in work, and in life.",2021,"Published         December 7th 2021          by Farrar, Straus and Giroux"
173,https://www.goodreads.com/book/show/53018367-the-divines,The Divines,fiction,Ellie Eaton,3.2,320,"With the emotional power of Normal People and the reflective haze of The Girls, a magnetic novel that moves between present-day Los Angeles and a British boarding school in the 1990s, exploring the destructive relationships between teenage girls. Can we ever really escape our past?The girls of St John the Divine, an elite English boarding school, were notorious for flipping their hair, harassing teachers, chasing boys, and chain-smoking cigarettes. They were fiercely loyal, sharp-tongued, and cuttingly humorous in the way that only teenage girls can be. For Josephine, now in her thirties, the years at St John were a lifetime ago. She hasn’t spoken to another Divine in fifteen years, not since the day the school shuttered its doors in disgrace.Yet now Josephine inexplicably finds herself returning to her old stomping grounds. The visit provokes blurry recollections of those doomed final weeks that rocked the community. Ruminating on the past, Josephine becomes obsessed with her teenage identity and the forgotten girls of her one-time orbit. With each memory that resurfaces, she circles closer to the violent secret at the heart of the school’s scandal. But the more Josephine recalls, the further her life unravels, derailing not just her marriage and career, but her entire sense of self. Suspenseful, provocative, and compulsively readable, The Divines is a scorching examination of the power of adolescent sexuality, female identity, and the destructive class divide. Exposing the tension between the lives we lead as adults and the experiences that form us, Eaton probes us to consider how our memories as adults compel us to reexamine our pasts.",2021,Published         January 19th 2021          by William Morrow
174,https://www.goodreads.com/book/show/57402520-seasons-in-hippoland,Seasons in Hippoland,fiction,Wanjiku wa Ngũgĩ,3,248,"An enchanting novel of magical realism from a new voice, Kenyan author Wanjikũ Wa Ngũgĩ. Victoriana is a country ruled by an Emperor-for-Life who is dying from an illness not officially acknowledged in a land where truth and facts are decided by the Emperor. The elite goes along with the charade. Their children are conditioned to conform. It is a land of truthful lies, where reality has uncertain meaning.   Mumbi, a rebellious child from the capital of Westville, and her brother are sent to live in rural Hippoland. But what was meant to be a punishment turns out to be a glorious discovery of the magic of the land, best captured in the stories their eccentric aunt Sara tells them. Most captivating to the children is the tale of a porcelain bowl supposed to possess healing powers. Returning to Westville as an adult, Mumbi spreads the story throughout the city and to the entire country. Exhausted by years of endless bleak lies, the people are fascinated by the mystery of the porcelain bowl. When word of its healing powers reaches the Emperor himself, he commands Mumbi to find it for him—with dramatic consequences for everyone in Victoriana.   Captivating and enchanting, Seasons in Hippoland plays with the tradition of magic realism. Every image in this novel is a story, and every story is a call for resistance to anyone who tries to confine our imagination or corrupt our humanity.",2021,Published         December 6th 2021          by Seagull Books
175,https://www.goodreads.com/book/show/45732027-fake-accounts,Fake Accounts,fiction,Lauren Oyler,2.97,272,"A woman in a post-election tailspin discovers that her boyfriend is an anonymous online conspiracy theorist in this provocative and subversive debut novel that examines social media, sex, feminism, and fiction, the connection they've all promised, and the lies they help us tell.On the eve of Donald Trump's inauguration, a young woman snoops through her boyfriend's phone and makes a startling discovery: he's an anonymous internet conspiracy theorist, and a popular one at that. Already fluent in internet fakery, irony, and outrage, she's not exactly shocked by the revelation. Actually, she's relieved—he was always a little distant—and she plots to end their floundering relationship while on a trip to the Women's March in DC. But this is only the first in a series of bizarre twists that expose a world whose truths are shaped by online lies.Suddenly left with no reason to stay in New York and increasingly alienated from her friends and colleagues, our unnamed narrator flees to Berlin, embarking on her own cycles of manipulation in the deceptive spaces of her daily life, from dating apps to expat meetups, open-plan offices to bureaucratic waiting rooms. She begins to think she can't trust anyone--shouldn't the feeling be mutual?Narrated with seductive confidence and subversive wit, Fake Accounts challenges the way current conversations about the self and community, delusions and gaslighting, and fiction and reality play out in the internet age.",2021,Published         February 2nd 2021          by Catapult
176,https://www.goodreads.com/book/show/56084279-this-close-to-okay,This Close to Okay,fiction,,0,0,,2021,
177,https://www.goodreads.com/book/show/55711559-animal,Animal,fiction,Nil,0,0,Nil,2021,Nil
178,https://www.goodreads.com/book/show/56304464-fault-lines,Fault Lines,fiction,Nil,0,0,Nil,2021,Nil
179,https://www.goodreads.com/book/show/56978048-fight-night,Fight Night,fiction,Nil,0,0,Nil,2021,Nil
180,https://www.goodreads.com/book/show/58811066-nightwing-vol-1,"Nightwing, Vol. 1: Leaping into the Light",graphic novels & comics,Tom    Taylor,4.67,160,"Nightwing is back—and his drive to keep Blüdhaven safe has never been stronger! But his adoptive city has elected a new mayor with the last name Zucco. When Nightwing enlists Batgirl’s help in investigating the politician bearing the same name as the man who murdered his parents, she unearths details that will shock and fundamentally change the hero. Dick Grayson’s big heart has protected those persecuted by bullies in his youth, combated evil alongside Batman as Robin, and pledged his newly inherited wealth to enriching Blüdhaven as Nightwing. His kindness and generosity have always guided his life. But now a new villain stalks the back alleys, removing the hearts of the city’s most vulnerable. Who is this terrifying new menace named Heartless, and will he be able to resist plucking out the biggest heart in all of Blüdhaven?  Collected in this Infinite Frontier Nightwing evolution are issues #78-83.",2021,Expected publication:         December 14th 2021          by DC Comics
181,https://www.goodreads.com/book/show/57282218-lore-olympus,"Lore Olympus: Volume One (Lore Olympus, #1)",graphic novels & comics,Rachel  Smythe,4.56,384,"Experience the propulsive love story of two Greek gods—Hades and Persephone—brought to life with lavish artwork and an irresistible contemporary voice. Scandalous gossip, wild parties, and forbidden love—witness what the gods do after dark in this stylish and contemporary reimagining of one of mythology’s most well-known stories from creator Rachel Smythe. Featuring a brand-new, exclusive short story, Smythe’s original Eisner-nominated web-comic Lore Olympus brings the Greek Pantheon into the modern age with this sharply perceptive and romantic graphic novel. This volume collects episodes 1-25 of the #1 WEBTOON comic, Lore Olympus.",2021,Published         November 2nd 2021          by Del Rey Books
182,https://www.goodreads.com/book/show/51323376-the-tea-dragon-tapestry,"The Tea Dragon Tapestry (Tea Dragon, #3)",graphic novels & comics,Kay O'Neill,4.55,128,"Join Greta and Minette once more for the heartwarming conclusion of the award-winning Tea Dragon series!Over a year since being entrusted with Ginseng's care, Greta still can't chase away the cloud of mourning that hangs over the timid Tea Dragon. As she struggles to create something spectacular enough to impress a master blacksmith in search of an apprentice, she questions the true meaning of crafting, and the true meaning of caring for someone in grief. Meanwhile, Minette receives a surprise package from the monastery where she was once training to be a prophetess. Thrown into confusion about her path in life, the shy and reserved Minette finds that the more she opens her heart to others, the more clearly she can see what was always inside.  Told with the same care and charm as the previous installments of the Tea Dragon series, The Tea Dragon Tapestry welcomes old friends and new into a heartfelt story of purpose, love, and growth.",2021,Published         June 1st 2021          by Oni Press
183,https://www.goodreads.com/book/show/57285038-monstress-vol-6,"Monstress, Vol. 6: The Vow",graphic novels & comics,Marjorie M. Liu,4.44,184,"War has engulfed the Known World, and Maika Halfwolf is at its epicenter. As she and her friends grapple with the consequences of their actions, long-buried secrets and long-awaited reunions threaten to change everything. Join MARJORIE LIU and SANA TAKEDA in the newest volume of this Eisner, Hugo, Harvey, and British Fantasy Award-winning series.Plus, learn about the happier childhood days of Kippa and Maika in MONSTRESS: TALK-STORIES 1 and 2!Collects MONSTRESS: TALK-STORIES #1-2 and MONSTRESS #31-35",2021,Published         September 21st 2021          by Image Comics                             (first published September 15th 2021)
184,https://www.goodreads.com/book/show/53737494-nubia,Nubia: Real One,graphic novels & comics,L.L. McKinney,4.43,208,"Can you be a hero...if society doesn't see you as a person?Nubia has always been a little bit...different. As a baby she showcased Amazonian-like strength by pushing over a tree to rescue her neighbor's cat. But, despite having similar abilities, the world has no problem telling her that she's no Wonder Woman. And even if she was, they wouldn't want her. Every time she comes to the rescue, she's reminded of how people see her; as a threat. Her moms do their best to keep her safe, but Nubia can't deny the fire within her, even if she's a little awkward about it sometimes. Even if it means people assume the worst.When Nubia's best friend, Quisha, is threatened by a boy who thinks he owns the town, Nubia will risk it all--her safety, her home, and her crush on that cute kid in English class--to become the hero society tells her she isn't.From the witty and powerful voice behind A Blade So Black and with endearing and expressive art by Robyn Smith, comes a vital story for today about equality, identity and kicking it with your squad.",2021,Published         February 23rd 2021          by DC Comics
185,https://www.goodreads.com/book/show/57005204-huda-f-are-you,Huda F Are You?,graphic novels & comics,Huda Fahmy,4.39,192,"From the creator of the hugely popular webcomic Yes I'm Hot In This comes a graphic novel about a young American Muslim growing up and figuring out who she isHuda and her family just moved to Dearborn, Michigan, a small town with a big Muslim population. But Huda doesn't fit in--when everyone is Muslim, there's no Muslim clique like there was in her last town, and Huda's not a sporty hijabi or a fashionista hijabi or a gamer hijabi. She's just Huda, and she's not sure what that means. She tries on all kinds of identities and friends, but nothing fits quite right. Until she realizes she can get back to the basics.",2021,Published         November 23rd 2021          by Dial Books
186,https://www.goodreads.com/book/show/57600413-run,Run: Book One,graphic novels & comics,John             Lewis,4.34,152,"First you march, then you run. From the #1 bestselling, award–winning team behind March comes the first book in their new, groundbreaking graphic novel series, Run: Book One “In sharing my story, it is my hope that a new generation will be inspired by Run to actively participate in the democratic process and help build a more perfect Union here in America.” –Congressman John LewisThe sequel to the #1 New York Times bestselling graphic novel series March—the continuation of the life story of John Lewis and the struggles seen across the United States after the Selma voting rights campaign.To John Lewis, the civil rights movement came to an end with the signing of the Voting Rights Act in 1965. But that was after more than five years as one of the preeminent figures of the movement, leading sit–in protests and fighting segregation on interstate busways as an original Freedom Rider. It was after becoming chairman of SNCC (the Student Nonviolent Coordinating Committee) and being the youngest speaker at the March on Washington. It was after helping organize the Mississippi Freedom Summer and the ensuing delegate challenge at the 1964 Democratic National Convention. And after coleading the march from Selma to Montgomery on what became known as “Bloody Sunday.” All too often, the depiction of history ends with a great victory. But John Lewis knew that victories are just the beginning. In Run: Book One, John Lewis and longtime collaborator Andrew Aydin reteam with Nate Powell—the award–winning illustrator of the March trilogy—and are joined by L. Fury—making an astonishing graphic novel debut—to tell this often overlooked chapter of civil rights history.",2021,Published         August 3rd 2021          by Abrams ComicArts
187,https://www.goodreads.com/book/show/56470362-garlic-and-the-vampire,Garlic and the Vampire,graphic novels & comics,Bree Paulsen,4.31,160,"With humor, heart, and an unusual heroine who is braver than she realizes, Bree Paulsen’s colorful and cozy debut graphic novel is a farm-fresh tale that reminds readers to believe in themselves—and that strangers are not always as scary as they seem.An enchanting debut graphic novel to give to middle grade readers who are looking to fall in love with the next Witch Boy or Be Prepared, featuring an unassuming heroine who discovers her own courage and leadership skills and learns to look past stereotypes.Garlic feels as though she’s always doing the wrong thing. No matter how much her friend Carrot and kindly Witch Agnes encourage her, Garlic just wants to tend her own garden, where it’s nice and safe.But when her village of vegetable folk learns that a bloodthirsty vampire has moved into the nearby castle, they all agree that, in spite of her fear and self-doubt, Garlic is the obvious choice to confront him. And with everyone counting on her, Garlic reluctantly agrees to face the mysterious vampire, hoping she has what it takes.After all, garlic drives away vampires . . . right?",2021,Published         September 28th 2021          by Quill Tree Books
188,https://www.goodreads.com/book/show/54482758-in-love-pajamas,In Love & Pajamas: A Collection of Comics about Being Yourself Together,graphic novels & comics,Catana Chetwynd,4.3,128,"From the author of the #1 New York Times bestseller Snug and the bestselling Little Moments of Love comes an all-new collection, In Love & Pajamas by Catana Chetwynd of Catana Comics!  When you've reached that sweatpants-wearing cozy place in your relationship, it's all In Love & Pajamas!  This brand-new collection of Catana Comics presents some fan favorites and half of the book features never-before-seen comics that delight and amuse readers of all ages.  Wholesome, sweet, feel-good humor!",2021,Published         February 2nd 2021          by Andrews McMeel Publishing
189,https://www.goodreads.com/book/show/55710746-the-okay-witch-and-the-hungry-shadow,The Okay Witch and the Hungry Shadow,graphic novels & comics,Emma Steinkellner,4.29,256,"In this hilarious and heartwarming sequel to the bestselling and critically acclaimed graphic novel, The Okay Witch, half-witch Moth Hush uses magic to boost her confidence with disastrous results—perfect for fans of Raina Telgemeier and Molly Ostertag!Moth Hush is starting to settle into her newfound witch heritage and powers, but life at school continues to be rough. Even her best friend, Charlie, doesn’t entirely understand what it’s like for her to always be the one who gets mocked, and things only get worse when Moth’s mom starts dating one of the dorkiest teachers in the school! Then Moth gets hold of a mysterious charm that can unleash another version of herself—one who is confident, cool, and extremely popular. What could possibly go wrong?",2021,Published         July 6th 2021          by Aladdin
190,https://www.goodreads.com/book/show/55711045-cheer-up,Cheer Up: Love and Pompoms,graphic novels & comics,Crystal Frasier,4.29,128,"A sweet, queer teen romance perfect for fans of Fence and Check, Please!Annie is a smart, antisocial lesbian starting her senior year of high school who’s under pressure to join the cheerleader squad to make friends and round out her college applications. Her former friend BeeBee is a people-pleaser—a trans girl who must keep her parents happy with her grades and social life to keep their support of her transition. Through the rigors of squad training and amped up social pressures (not to mention micro aggressions and other queer youth problems), the two girls rekindle a friendship they thought they’d lost and discover there may be other, sweeter feelings springing up between them.",2021,Published         August 10th 2021          by Oni Press
191,https://www.goodreads.com/book/show/42969318-delicates,"Delicates (Sheets, #2)",graphic novels & comics,Brenna Thummler,4.26,317,"Following the events of the bestselling graphic novel, Sheets, Delicates brings Brenna Thummler’s beloved characters, artwork, and charm back to life.Marjorie Glatt’s life hasn’t been the same ever since she discovered a group of ghosts hiding in her family’s laundromat. Wendell, who died young and now must wander Earth as a ghost with nothing more than a sheet for a body, soon became one of Marjorie’s only friends. But when Marjorie finally gets accepted by the popular kids at school, she begins to worry that if anyone learns about her secret ghost friends, she’ll be labeled as a freak who sees dead people. With Marjorie’s insistence on keeping Wendell’s ghost identity a secret from her new friends, Wendell begins to feel even more invisible than he already is.Eliza Duncan feels invisible too. She’s an avid photographer, and her zealous interest in finding and photographing ghosts gets her labeled as “different” by all the other kids in school. Constantly feeling on the outside, Eliza begins to feel like a ghost herself. Marjorie must soon come to terms with the price she pays to be accepted by the popular kids. Is it worth losing her friend, Wendell? Is she partially to blame for the bullying Eliza endures?Delicates tells a powerful story about what it means to fit in, and those left on the outside. It shows what it’s like to feel invisible, and the importance of feeling seen. Above all, it is a story of asking for help when all seems dark, and bringing help and light to those who need it most.",2021,Published         March 16th 2021          by Lion Forge/Caracal
192,https://www.goodreads.com/book/show/58489083-the-dreaming,The Dreaming: Waking Hours,graphic novels & comics,G. Willow Wilson,4.26,296,"A new chapter in the Sandman saga begins with both familiar and new faces! One of Dream's heaviest responsibilities is creating nightmares...and he thinks he may have built his next masterpiece in the form of Ruin. But Ruin will live up to his name, in ways that Dream could never expect and creating a spiral of consequences and messes to be cleaned. When Lindy dreams of Ruin—she somehow delivers him unto the waking world!  Has anyone checked on Puck lately? Oh no...it looks like he's found someone to stalk too. Sorceress Heather After will have to find a protector for herself...but is she prepared for the deal she'll have to strike once she finds the champion with the dangerous power she needs?  With a trip into the realm of Faerie too, you don't want to miss the collection of your dreams! The Dreaming: Waking Hours, collects The Dreaming: Waking Hours #1-12.",2021,Published         November 16th 2021          by DC comicd
193,https://www.goodreads.com/book/show/57724005-wynd-book-one,Wynd Book One: Flight of the Prince,graphic novels & comics,James Tynion IV,4.24,256,"Wynd seems like a regular boy in the fantastical world of Esseriel, except he’s got a magical secret. Now he’s set off on a journey with his best friend and the boy of his dreams to discover the magic in the world around him and, most importantly, within himself.YOU CAN’T FIND YOUR HOME UNTIL YOU FIND YOURSELF. Wynd lives a quiet life in Pipetown -- working at the local tavern, out of sight in the secret rooms beneath the floorboards, often stealing away to catch glimpses of the son of the castle’s groundskeeper as he works.   But Wynd also has a secret… magical blood betrayed by his pointed ears, forbidden within the city limits. His shaggy hair has obscured them for most of his life, but now that Wynd is a teenager they are growing too unwieldy to hide.   Joined by his best friend Oakley and Thorn, the groundskeeper’s son, Wynd’s strange dreams and an encounter with the city guard send him on the most dangerous adventure he could imagine, where Wynd will discover the magic in the world around him and, most importantly, the magic within himself.  The GLAAD Award-winning team of writer James Tynion IV (Batman, The Woods) and artist Michael Dialynas (The Woods) present a new young adult fantasy series about learning to spread your wings no matter the dangers that life puts in your way.Collects: Wynd #1-5",2021,Published         March 26th 2021          by BOOM! Box                             (first published June 17th 2020)
194,https://www.goodreads.com/book/show/57413951-artie-and-the-wolf-moon,Artie and the Wolf Moon,graphic novels & comics,Olivia   Stephens,4.24,256,"After sneaking out against her mother's wishes, Artie Irvin spots a massive wolf--then watches it don a bathrobe and transform into her mom. Thrilled to discover she comes from a line of werewolves, Artie asks her mom to share everything--including the story of Artie's late father. Her mom reluctantly agrees. And to help Artie figure out her own wolflike abilities, her mom recruits some old family friends.  Artie thrives in her new community and even develops a crush on her new friend Maya. But as she learns the history of werewolves and her own parents' past, she'll find that wolves aren't the scariest thing in the woods--vampires are.",2021,Published         September 7th 2021          by Graphic Universe (Tm)
195,https://www.goodreads.com/book/show/52930474-the-middle-ages,The Middle Ages: A Graphic History,graphic novels & comics,Eleanor Janega,4.23,176,"The Middle Ages: A Graphic History busts the myth of the ‘Dark Ages’, shedding light on the medieval period’s present-day relevance in a unique illustrated style.This history takes us through the rise and fall of empires, papacies, caliphates and kingdoms; through the violence and death of the Crusades, Viking raids, the Hundred Years War and the Plague; to the curious practices of monks, martyrs and iconoclasts. We’ll see how the foundations of the modern West were established, influencing our art, cultures, religious practices and ways of thinking. And we’ll explore the lives of those seen as ‘Other’ – women, Jews, homosexuals, lepers, sex workers and heretics.Join historian Eleanor Janega and illustrator Neil Max Emmanuel on a romp across continents and kingdoms as we discover the Middle Ages to be a time of huge change, inquiry and development – not unlike our own.",2021,Published         September 14th 2021          by Icon Books
196,https://www.goodreads.com/book/show/54075292-feelings,Feelings: A Story in Seasons,graphic novels & comics,Manjit Thapp,4.21,144,"A gorgeous visual journey through one young woman's year of emotions--from the saturated highs of early summer to the grey isolation of late winter.Enter Manjit Thapp's world, where you'll find moods that change as quickly as the weather; the different shades of anxiety and hope that each new season brings; and the stages of joy and pain that fuel our growth. From the spark of possibility and jolt of creativity in High Summer, to the need for release from anxiety and pressure during Monsoon, to the desolation and numbness of Winter, Thapp implores us to consider the seasons of our own emotional journeys.Articulating and validating the range of feelings we all experience, this is a book that allows us to feel connected and comforted by the experiences that make us human.",2021,Published         March 2nd 2021          by Random House
197,https://www.goodreads.com/book/show/53968545-clash,Clash,graphic novels & comics,Kayla Miller,4.21,224,"Olive, meet Natasha.There’s a new kid in town! From the moment Natasha sets foot in class, it’s clear she’s one of the coolest kids in sixth grade. Everyone wants to be her friend, including Olive . . . but things might not be so easy.Olive tries her best to befriend Nat, but it seems like the only thing they have in common is that they both want to hang out with Olive’s friends! Watching as Natasha gets closer with some of her best buds, Olive can’t help but worry that they’re starting to like Nat more than they like her . . .  and who could blame them? Nat is just that cool . . . and Olive is, well, just Olive.",2021,Published         July 20th 2021          by Etch/Clarion Books
198,https://www.goodreads.com/book/show/53968436-the-secret-to-superhuman-strength,The Secret to Superhuman Strength,graphic novels & comics,Alison Bechdel,4.2,240,"From the author of Fun Home, a profound graphic memoir of Bechdel's lifelong love affair with exercise, set against a hilarious chronicle of fitness fads in our times Comics and cultural superstar Alison Bechdel delivers a deeply layered story of her fascination, from childhood to adulthood, with every fitness craze to come down the pike: from Jack LaLanne in the 60s (""Outlandish jumpsuit! Cantaloupe-sized guns!"") to the existential oddness of present-day spin class. Readers will see their athletic or semi-active pasts flash before their eyes through an ever-evolving panoply of running shoes, bicycles, skis, and sundry other gear. But the more Bechdel tries to improve herself, the more her self appears to be the thing in her way. She turns for enlightenment to Eastern philosophers and literary figures, including Beat writer Jack Kerouac, whose search for self-transcendence in the great outdoors appears in moving conversation with the author’s own. This gifted artist and not-getting-any-younger exerciser comes to a soulful conclusion. The secret to superhuman strength lies not in six-pack abs, but in something much less clearly defined: facing her own non-transcendent but all-important interdependence with others. A heartrendingly comic chronicle for our times.",2021,Published         May 4th 2021          by Mariner Books
199,https://www.goodreads.com/book/show/57981816-die-vol-4,"Die, Vol. 4: Bleed",graphic novels & comics,Kieron Gillen,4.2,168,We've had dragons. The award-winning bleak deconstruction couldn't end without turning its unblinking eye upon a dungeon. There's no escape. There's only down.Collects issues #16-20 of DIE.,2021,Published         November 9th 2021          by Image Comics                             (first published November 3rd 2021)
200,https://www.goodreads.com/book/show/54895478-the-legend-of-auntie-po,The Legend of Auntie Po,graphic novels & comics,Shing Yin Khor,4.19,304,"Part historical fiction, part fable, and 100 percent adventure. Thirteen-year-old Mei reimagines the myths of Paul Bunyan as starring a Chinese heroine while she works in a Sierra Nevada logging camp in 1885.Aware of the racial tumult in the years after the passage of the Chinese Exclusion Act, Mei tries to remain blissfully focused on her job, her close friendship with the camp foreman's daughter, and telling stories about Paul Bunyan--reinvented as Po Pan Yin (Auntie Po), an elderly Chinese matriarch.Anchoring herself with stories of Auntie Po, Mei navigates the difficulty and politics of lumber camp work and her growing romantic feelings for her friend Bee. The Legend of Auntie Po is about who gets to own a myth, and about immigrant families and communities holding on to rituals and traditions while staking out their own place in the United States.",2021,Published         June 15th 2021          by Kokila
201,https://www.goodreads.com/book/show/54895478-the-legend-of-auntie-po,The Legend of Auntie Po,graphic novels & comics,Shing Yin Khor,4.19,304,"Part historical fiction, part fable, and 100 percent adventure. Thirteen-year-old Mei reimagines the myths of Paul Bunyan as starring a Chinese heroine while she works in a Sierra Nevada logging camp in 1885.Aware of the racial tumult in the years after the passage of the Chinese Exclusion Act, Mei tries to remain blissfully focused on her job, her close friendship with the camp foreman's daughter, and telling stories about Paul Bunyan--reinvented as Po Pan Yin (Auntie Po), an elderly Chinese matriarch.Anchoring herself with stories of Auntie Po, Mei navigates the difficulty and politics of lumber camp work and her growing romantic feelings for her friend Bee. The Legend of Auntie Po is about who gets to own a myth, and about immigrant families and communities holding on to rituals and traditions while staking out their own place in the United States.",2021,Published         June 15th 2021          by Kokila
202,https://www.goodreads.com/book/show/55678434-stone-fruit,Stone Fruit,graphic novels & comics,Lee Lai,4.13,236,"Bron and Ray are a queer couple who enjoy their role as the fun weirdo aunties to Ray’s niece, six-year-old Nessie. Their playdates are little oases of wildness, joy, and ease in all three of their lives, which ping-pong between familial tensions and deep-seated personal stumbling blocks. As their emotional intimacy erodes, Ray and Bron isolate from each other and attempt to repair their broken family ties — Ray with her overworked, resentful single-mother sister and Bron with her religious teenage sister who doesn’t fully grasp the complexities of gender identity. Taking a leap of faith, each opens up and learns they have more in common with their siblings than they ever knew.At turns joyful and heartbreaking, Stone Fruit reveals through intimately naturalistic dialog and blue-hued watercolor how painful it can be to truly become vulnerable to your loved ones — and how fulfilling it is to be finally understood for who you are. Lee Lai is one of the most exciting new voices to break into the comics medium and she has created one of the truly sophisticated graphic novel debuts in recent memory.",2021,Published         May 11th 2021          by Fantagraphics                             (first published March 25th 2021)
203,https://www.goodreads.com/book/show/53020700-runaways-vol-6,"Runaways, Vol. 6: Come Away With Me",graphic novels & comics,Rainbow Rowell,4.13,168,"After recent events, the Runaways are in a dark and scary place. There are so many pieces to pick up and choices to be made…and if the Runaways are good at anything it’s making bad choices. Which leads them to descend into one of the most terrifying Marvel Universe locations ever: High School! It goes better for some than others. But when Wolverine and Pixie of the X-Men arrive with an offer for Molly, she finds herself faced with the biggest decision of her young life: stay with the Runaways — or finally find a home on the mutant island utopia that is Krakoa? Meanwhile, Nico made a rough decision…and she’s about to pay for it.COLLECTING: RUNAWAYS (2017) 32-38",2021,Published         October 5th 2021          by Marvel
204,https://www.goodreads.com/book/show/54663469-avatar,Avatar: The Last Airbender: Toph Beifong's Metalbending Academy (Avatar: The Last Airbender),graphic novels & comics,Faith Erin Hicks,4.1,80,"Set in the post-series comics era of the beloved Avatar: The Last Airbender franchise, fans will get to see a new part of the original timeline that they've never seen before. A stand alone comic about the best earthbender and inventor of metalbending, Toph Beifong. Written by Faith Erin Hicks (The Adventures of Superhero Girl, The Last of Us: American Dreams) and illustrated by Peter Wartman (Stonebreaker, Over the Wall) and Adele Matera, the same team behind the Imbalance trilogy.",2021,Published         February 16th 2021          by Dark Horse Books
